questionText,optionA,optionB,optionC,correctAnswer,difficulty,questionTextYoruba,optionAYoruba,optionBYoruba,optionCYoruba,questionTextHausa,optionAHausa,optionBHausa,optionCHausa,questionTextIgbo,optionAIgbo,optionBIgbo,optionCIgbo
General sports: Who is 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,B,medium,Àwọn eré ìdárayá gbogbogbò: Ta ni 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,Wasannin gabaɗaya: Wanene 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,Egwuregwu izugbe: Ònye bụ 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic
Which legendary striker is nicknamed 'The Phenomenon'?,Ronaldo Nazario,Ronaldinho,Rivaldo,A,medium,Agbábọ́ọ̀lù agbábọ́ọ̀lù wo ni wọ́n ń pè ní 'The Phenomenon'?,Ronaldo Nazario,Ronaldinho,Rivaldo,Wane ɗan wasan gaba ne aka yi wa lakabi da 'The Phenomenon'?,Ronaldo Nazario,Ronaldinho,Rivaldo,Onye ọkpọ egwuregwu a ma ama ka a kpọrọ 'The Phenomenon'?,Ronaldo Nazario,Ronaldinho,Rivaldo
Who was the first African player to win the Ballon d'Or?,Samuel Eto'o,George Weah,Didier Drogba,B,medium,Ta ni agbabọọlu Afirika akọkọ ti o gba Ballon d'Or?,Samuel Eto'o,George Weah,Didier Drogba,Wanene ɗan Afirka na farko da ya lashe kyautar Ballon d'Or?,Samuel Eto'o,George Weah,Didier Drogba,Ònye bụ onye egwuregwu Afrịka mbụ meriri Ballon d'Or?,Samuel Eto'o,George Weah,Didier Drogba
Which goalkeeper is known as 'The Black Spider'?,Gianluigi Buffon,Lev Yashin,Peter Schmeichel,B,hard,Olùṣọ́ góólù wo ni a mọ̀ sí 'The Black Spider'?,Gianluigi Buffon,Lev Yashin,Peter Schmeichel,Wane mai tsaron gida ne aka fi sani da 'Baƙin Gizo-gizo'?,Gianluigi Buffon,Lev Yashin,Peter Schmeichel,Onye nche goolu nke a maara dịka 'The Black Spider'?,Gianluigi Buffon,Lev Yashin,Peter Schmeichel
Who scored the 'Goal of the Century' in the 1986 World Cup?,Pele,Diego Maradona,Michel Platini,B,easy,Ta ló gba àmì-ẹ̀yẹ “Góólù ti Ọ̀rúndún” nínú ìdíje àgbáyé ọdún 1986?,Pele,Diego Maradona,Michel Platini,Wa ya ci wa ƙungiyar 'Burin Ƙarni' a gasar cin kofin duniya ta 1986?,Pele,Diego Maradona,Michel Platini,Ònye nyere 'Goal of the Century' n'asọmpi iko mba ụwa nke afọ 1986?,Pele,Diego Maradona,Michel Platini
Which Dutch player is known for inventing 'Total Football'?,Marco van Basten,Johan Cruyff,Ruud Gullit,B,medium,Ẹlẹ́rọ orin Dutch wo ni a mọ̀ fún ṣíṣe àgbékalẹ̀ 'Total Football'?,Marco van Basten,Johan Cruyff,Ruud Gullit,Wane ɗan wasan Hollande ne aka san shi da ƙirƙiro 'Total Football'?,Marco van Basten,Johan Cruyff,Ruud Gullit,Onye ọkpụkpọ Dutch ọ bụla a maara maka imepụta 'Total Football'?,Marco van Basten,Johan Cruyff,Ruud Gullit
Who is the top scorer in Champions League history?,Lionel Messi,Cristiano Ronaldo,Robert Lewandowski,B,easy,Ta ni o gba goolu to ga julọ ninu itan Champions League?,Lionel Messi,Cristiano Ronaldo,Robert Lewandowski,Wanene ya fi kowa zura kwallaye a tarihin gasar zakarun Turai?,Lionel Messi,Cristiano Ronaldo,Robert Lewandowski,Onye bụ onye kacha enye goolu n'akụkọ ihe mere eme nke Champions League?,Lionel Messi,Cristiano Ronaldo,Robert Lewandowski
Which club did Zlatan Ibrahimovic never play for?,Barcelona,Real Madrid,AC Milan,B,medium,Ẹgbẹ́ wo ni Zlatan Ibrahimovic kò gbá bọ́ọ̀lù fún rí?,Barcelona,Real Madrid,AC Milan,Wace kungiya Zlatan Ibrahimovic bai taba bugawa ba?,Barcelona,Real Madrid,AC Milan,Kedụ klọb Zlatan Ibrahimovic na-egwughị egwu maka ya?,Barcelona,Real Madrid,AC Milan
Who managed Barcelona's Dream Team in the 1990s?,Louis van Gaal,Johan Cruyff,Frank Rijkaard,B,medium,Ta ló ṣe àkóso ẹgbẹ́ àlá Barcelona ní ọdún 1990?,Louis van Gaal,Johan Cruyff,Frank Rijkaard,Wanene ya jagoranci ƙungiyar mafarkin Barcelona a shekarun 1990?,Louis van Gaal,Johan Cruyff,Frank Rijkaard,Ònye chịkwara otu nrọ nke Barcelona n'afọ 1990?,Louis van Gaal,Johan Cruyff,Frank Rijkaard
Which English player is known as 'Golden Balls'?,Wayne Rooney,David Beckham,Michael Owen,B,easy,Ẹlẹ́gbẹ́ ọmọ ilẹ̀ Gẹ̀ẹ́sì wo ni a mọ̀ sí 'Golden Balls'?,Wayne Rooney,David Beckham,Michael Owen,Wane ɗan wasan Ingila ne aka fi sani da 'Golden Balls'?,Wayne Rooney,David Beckham,Michael Owen,Kedụ onye egwuregwu Bekee a maara dịka 'Golden Balls'?,Wayne Rooney,David Beckham,Michael Owen
Who holds the record for most hat-tricks in La Liga?,Cristiano Ronaldo,Lionel Messi,Karim Benzema,B,medium,Ta ni o ni igbasilẹ fun ọpọlọpọ awọn hat-trick ni La Liga?,Cristiano Ronaldo,Lionel Messi,Karim Benzema,Wa ke da tarihin yawan kwallaye uku a gasar La Liga?,Cristiano Ronaldo,Lionel Messi,Karim Benzema,Ònye nwere ndekọ maka ọtụtụ goolu atọ na La Liga?,Cristiano Ronaldo,Lionel Messi,Karim Benzema
Which club did Arsene Wenger manage for 22 years?,Chelsea,Arsenal,Manchester United,B,easy,Ẹgbẹ́ wo ni Arsene Wenger ṣe àkóso fún ọdún méjìlélógún?,Chelsea,Arsenal,Manchester United,Wace ƙungiya ce Arsene Wenger ya jagoranci tsawon shekaru 22?,Chelsea,Arsenal,Manchester United,Kedụ klọb Arsene Wenger chịburu ruo afọ iri abụọ na abụọ?,Chelsea,Arsenal,Manchester United
Who is known as 'The Special One'?,Pep Guardiola,Jose Mourinho,Carlo Ancelotti,B,easy,Ta ni a mọ sí 'Ẹni Pataki'?,Pep Guardiola,Jose Mourinho,Carlo Ancelotti,Wanene aka fi sani da 'The Special One'?,Pep Guardiola,Jose Mourinho,Carlo Ancelotti,Ònye ka a maara dịka 'Onye Pụrụ Iche'?,Pep Guardiola,Jose Mourinho,Carlo Ancelotti
Which team won the Premier League in 2015-16 as 5000-1 outsiders?,Burnley,Leicester City,Watford,B,easy,Ẹgbẹ́ wo ló gba Premier League ní ọdún 2015-16 gẹ́gẹ́ bí ẹgbẹ́ tí kò ní ẹgbẹ́ 5000-1?,Burnley,Leicester City,Watford,Wace ƙungiya ce ta lashe gasar Premier a 2015-16 a matsayin ƙungiyar da ta yi nasara a waje da maki 5000-1?,Burnley,Leicester City,Watford,Kedụ otu ndị meriri Premier League n'afọ 2015-16 dịka ndị si mba ọzọ 5000-1?,Burnley,Leicester City,Watford
Who scored 4 goals in a Premier League match for Southampton against Aston Villa in 2016?,Sadio Mane,Charlie Austin,Shane Long,A,hard,Ta ni o gba goolu mẹrin ninu idije Premier League fun Southampton lodi si Aston Villa ni ọdun 2016?,Sadio Mane,Charlie Austin,Shane Long,Wa ya zura kwallaye 4 a wasan Premier da Southampton da Aston Villa a 2016?,Sadio Mane,Charlie Austin,Shane Long,Onye nyere goolu anọ n'egwuregwu Premier League maka Southampton megide Aston Villa n'afọ 2016?,Sadio Mane,Charlie Austin,Shane Long
Which club has the most consecutive Premier League appearances?,Manchester United,Arsenal,Liverpool,B,medium,Ẹgbẹ́ wo ló ní ìfarahàn tó pọ̀ jùlọ ní Premier League?,Manchester United,Arsenal,Liverpool,Wace ƙungiya ce ta fi yawan buga wasannin Premier a jere?,Manchester United,Arsenal,Liverpool,Kedụ otu klọb kacha nwee egwuregwu Premier League n'usoro?,Manchester United,Arsenal,Liverpool
Who is the youngest player to score in the Premier League?,Wayne Rooney,James Vaughan,Theo Walcott,B,hard,Ta ni ọmọ ọdun kekere julọ ti o gba bọọlu ni Premier League?,Wayne Rooney,James Vaughan,Theo Walcott,Wanene ɗan wasa mafi ƙanƙanta da ya ci kwallo a gasar Premier?,Wayne Rooney,James Vaughan,Theo Walcott,Onye bụ onye kacha nta n'ime ndị egwuregwu bọọlụ na Premier League?,Wayne Rooney,James Vaughan,Theo Walcott
Which player has made the most tackles in Premier League history?,N'Golo Kante,Gareth Barry,Sol Campbell,B,hard,Ẹlẹ́rọ wo ló ti ṣe àwọn ìkọlù tó pọ̀ jùlọ nínú ìtàn Premier League?,N'Golo Kante,Gareth Barry,Sol Campbell,Wane ɗan wasa ne ya fi yin tackles a tarihin gasar Premier?,N'Golo Kante,Gareth Barry,Sol Campbell,Kedụ onye ọkpụkpọ kacha eme ihe n'akụkọ ihe mere eme na Premier League?,N'Golo Kante,Gareth Barry,Sol Campbell
Who is the only player to score 5 goals in a single Premier League game?,Sergio Aguero,Andy Cole,Both A and B,C,hard,Ta ni ẹni tí ó gbá bọ́ọ̀lù márùn-ún ní ìdíje Premier League kan ṣoṣo?,Sergio Aguero,Andy Cole,Both A and B,Wanene ɗan wasa ɗaya tilo da ya zura kwallaye 5 a wasa ɗaya na gasar Premier League?,Sergio Aguero,Andy Cole,Both A and B,Ònye bụ naanị onye egwuregwu gbara goolu ise n'otu egwuregwu Premier League?,Sergio Aguero,Andy Cole,Both A and B
Which club did Eric Cantona famously play for?,Liverpool,Manchester United,Arsenal,B,easy,Ẹgbẹ́ wo ni Eric Cantona gbá bọ́ọ̀lù fún?,Liverpool,Manchester United,Arsenal,Wace ƙungiya ce Eric Cantona ya shahara da bugawa?,Liverpool,Manchester United,Arsenal,Kedụ klọb Eric Cantona a ma ama gbara bọọlụ?,Liverpool,Manchester United,Arsenal
Who scored the last goal at Highbury for Arsenal?,Dennis Bergkamp,Thierry Henry,Robert Pires,B,hard,Ta ló gba góòlù tó kẹ́yìn ní Highbury fún Arsenal?,Dennis Bergkamp,Thierry Henry,Robert Pires,Wa ya ci wa Arsenal kwallo ta ƙarshe a Highbury?,Dennis Bergkamp,Thierry Henry,Robert Pires,Ònye nyere Arsenal goolu ikpeazụ na Highbury?,Dennis Bergkamp,Thierry Henry,Robert Pires
Which country has hosted the World Cup the most times?,Brazil,Germany,Mexico,C,hard,Orílẹ̀-èdè wo ló ti gbàlejò ìdíje àgbáyé ní ìgbà púpọ̀ jùlọ?,Brazil,Germany,Mexico,Wace ƙasa ce ta fi karbar bakuncin gasar cin kofin duniya?,Brazil,Germany,Mexico,Kedụ mba kacha akwado iko mba ụwa?,Brazil,Germany,Mexico
Who is the youngest player to appear in a World Cup final?,Pele,Kylian Mbappe,Michael Owen,A,medium,Ta ni ẹni tó kéré jùlọ nínú àwọn tó fara hàn ní ìparí ìdíje àgbáyé?,Pele,Kylian Mbappe,Michael Owen,Wanene ɗan wasa mafi ƙanƙanta da ya bayyana a wasan ƙarshe na gasar cin kofin duniya?,Pele,Kylian Mbappe,Michael Owen,Ònye bụ onye kacha nta n'ime ndị egwuregwu ga-apụta na asọmpi iko mba ụwa?,Pele,Kylian Mbappe,Michael Owen
Which team conceded the most goals in a single World Cup?,South Korea 1954,El Salvador 1982,Saudi Arabia 2002,A,hard,Ẹgbẹ́ wo ló gba góólù tó pọ̀ jùlọ nínú ìdíje àgbáyé kan ṣoṣo?,South Korea 1954,El Salvador 1982,Saudi Arabia 2002,Wace ƙungiya ce ta fi cin kwallaye a gasar cin kofin duniya?,South Korea 1954,El Salvador 1982,Saudi Arabia 2002,Kedụ otu ndị nyere goolu kachasị na otu iko mba ụwa?,South Korea 1954,El Salvador 1982,Saudi Arabia 2002
Who scored the opening goal of the 2022 World Cup?,Enner Valencia,Richarlison,Cody Gakpo,A,hard,Ta ló gba góólù àkọ́kọ́ ti Ife Agbaye ti ọdun 2022?,Enner Valencia,Richarlison,Cody Gakpo,Wa ya zura kwallon farko a gasar cin kofin duniya ta 2022?,Enner Valencia,Richarlison,Cody Gakpo,Ònye nyere goolu mbụ nke iko mba ụwa nke afọ 2022?,Enner Valencia,Richarlison,Cody Gakpo
Which African country reached the World Cup quarter-finals in 2010?,Nigeria,Ghana,Cameroon,B,medium,Orílẹ̀-èdè Áfíríkà wo ló dé ìdíje mẹ́ẹ̀dógún ìdíje àgbáyé ní ọdún 2010?,Nigeria,Ghana,Cameroon,Wace ƙasa ce ta Afirka ta kai zagayen kwata-kwata na gasar cin kofin duniya a shekarar 2010?,Nigeria,Ghana,Cameroon,Kedụ mba Afrịka ruru agba nke anọ nke iko mba ụwa n'afọ 2010?,Nigeria,Ghana,Cameroon
Who is the only player to score in two different World Cup finals?,Pele,Kylian Mbappe,Zinedine Zidane,B,medium,Ta ni ẹni kan ṣoṣo tó gba àmì-ẹ̀yẹ ní ìdíje ìdíje ife-ẹ̀yẹ àgbáyé méjì tó yàtọ̀ síra?,Pele,Kylian Mbappe,Zinedine Zidane,Wanene ɗan wasa ɗaya tilo da ya ci kwallaye a wasannin ƙarshe guda biyu na gasar cin kofin duniya?,Pele,Kylian Mbappe,Zinedine Zidane,Ònye bụ naanị onye ọkpụkpọ nyere goolu n'asọmpi iko mba ụwa abụọ dị iche iche?,Pele,Kylian Mbappe,Zinedine Zidane
Which goalkeeper saved the most penalties in World Cup history?,Manuel Neuer,Harald Schumacher,Sergio Goycochea,C,hard,Olùṣọ́ àgbábọ́ọ̀lù wo ló gba àwọn ìjìyà tó pọ̀ jùlọ ní ìtàn ìdíje àgbáyé?,Manuel Neuer,Harald Schumacher,Sergio Goycochea,Wane mai tsaron gida ne ya fi kare bugun fenariti a tarihin gasar cin kofin duniya?,Manuel Neuer,Harald Schumacher,Sergio Goycochea,Onye nche goolu nke chebere penariti kachasị na akụkọ ntolite iko mba ụwa?,Manuel Neuer,Harald Schumacher,Sergio Goycochea
What was the score in Brazil vs Germany in the 2014 World Cup semi-final?,1-Jul,May-00,1-Jun,A,easy,Kí ni àmì-ẹ̀yẹ tí wọ́n rí ní Brazil àti Germany nínú ìdíje ìdámẹ́ta ìdíje World Cup ọdún 2014?,1-Jul,May-00,1-Jun,Menene sakamakon da aka samu a wasan Brazil da Jamus a wasan kusa da na karshe na gasar cin kofin duniya ta 2014?,1-Jul,May-00,1-Jun,Kedụ akara dị na Brazil na Germany na ọkara ikpeazụ nke iko mba ụwa nke afọ 2014?,1-Jul,May-00,1-Jun
Who captained Italy to World Cup glory in 2006?,Paolo Maldini,Fabio Cannavaro,Gianluigi Buffon,B,medium,Ta ni o ṣe olori Italy si ogo World Cup ni ọdun 2006?,Paolo Maldini,Fabio Cannavaro,Gianluigi Buffon,Wanene kyaftin ɗin Italiya wanda ya lashe gasar cin kofin duniya a shekarar 2006?,Paolo Maldini,Fabio Cannavaro,Gianluigi Buffon,Ònye bụ onyeisi ndị otu egwuregwu bọọlụ mba Itali iji nweta mmeri n'asọmpi iko mba ụwa n'afọ 2006?,Paolo Maldini,Fabio Cannavaro,Gianluigi Buffon
Which country was disqualified from the 2010 World Cup for cheating?,None,France,Ireland,A,hard,Orílẹ̀-èdè wo ni wọ́n yọ kúrò nínú ìdíje World Cup ọdún 2010 nítorí pé wọ́n ṣe àrékérekè?,None,France,Ireland,Wace ƙasa ce aka dakatar daga shiga gasar cin kofin duniya ta 2010 saboda yin magudi?,None,France,Ireland,Kedụ mba a chụpụrụ n'asọmpi iko mba ụwa nke afọ 2010 maka aghụghọ?,None,France,Ireland
Who scored the winning goal in the 2017 Champions League final?,Cristiano Ronaldo,Gareth Bale,Karim Benzema,A,medium,Ta ló gba góólù tó jáwé olúborí ní ìparí ìdíje Champions League ti ọdún 2017?,Cristiano Ronaldo,Gareth Bale,Karim Benzema,Wa ya zura kwallon da ta yi nasara a wasan karshe na gasar zakarun Turai ta 2017?,Cristiano Ronaldo,Gareth Bale,Karim Benzema,Ònye nyere goolu mmeri na asọmpi ikpeazụ nke Champions League nke afọ 2017?,Cristiano Ronaldo,Gareth Bale,Karim Benzema
Which team completed an unprecedented sextuple in 2009?,Real Madrid,Barcelona,Manchester United,B,medium,Ẹgbẹ́ wo ló parí eré sextuple tí a kò tíì rí irú rẹ̀ rí ní ọdún 2009?,Real Madrid,Barcelona,Manchester United,Wace ƙungiya ce ta kammala wani sextuple da ba a taɓa yin irinsa ba a shekarar 2009?,Real Madrid,Barcelona,Manchester United,Kedụ otu egwuregwu sextuple a na-ahụtụbeghị mbụ na 2009?,Real Madrid,Barcelona,Manchester United
Who managed Chelsea to their first Champions League title?,Jose Mourinho,Roberto Di Matteo,Carlo Ancelotti,B,medium,Ta ló ṣe àṣeyọrí Chelsea láti gba ife ẹ̀yẹ Champions League àkọ́kọ́ wọn?,Jose Mourinho,Roberto Di Matteo,Carlo Ancelotti,Wanene ya jagoranci Chelsea zuwa lashe kofin zakarun Turai na farko?,Jose Mourinho,Roberto Di Matteo,Carlo Ancelotti,Onye duru Chelsea nweta iko Champions League mbụ ha?,Jose Mourinho,Roberto Di Matteo,Carlo Ancelotti
What was the score in the 2005 Champions League final at half-time?,0-3,0-2,0-1,A,medium,Kí ni àmì-ẹ̀yẹ tó wà nínú ìdíje Champions League ti ọdún 2005 ní ìdajì àkókò?,0-3,0-2,0-1,Menene sakamakon wasan ƙarshe na gasar zakarun Turai ta 2005 a lokacin hutun rabin lokaci?,0-3,0-2,0-1,Kedụ akara ndị a nwetara n'asọmpi ikpeazụ nke Champions League nke afọ 2005 n'oge ọkara oge?,0-3,0-2,0-1
Who scored a hat-trick in 11 minutes for Real Madrid against Atletico?,Cristiano Ronaldo,Gareth Bale,Karim Benzema,A,hard,Ta ló gba àmì-ẹ̀yẹ kan ní ìṣẹ́jú 11 fún Real Madrid sí Atletico?,Cristiano Ronaldo,Gareth Bale,Karim Benzema,Wa ya zura kwallaye uku a raga a minti 11 a wasan da Real Madrid da Atletico?,Cristiano Ronaldo,Gareth Bale,Karim Benzema,Ònye nyere Real Madrid goolu atọ n'ime nkeji iri na otu megide Atletico?,Cristiano Ronaldo,Gareth Bale,Karim Benzema
Which club has lost the most Champions League finals?,Bayern Munich,Juventus,Atletico Madrid,B,hard,Ẹgbẹ́ wo ló ti pàdánù jùlọ nínú ìdíje Champions League?,Bayern Munich,Juventus,Atletico Madrid,Wace ƙungiya ce ta fi shan kashi a wasan ƙarshe na gasar zakarun Turai?,Bayern Munich,Juventus,Atletico Madrid,Kedụ klọb ndị furu efu karịa n'asọmpi ikpeazụ nke Champions League?,Bayern Munich,Juventus,Atletico Madrid
Who scored the latest goal in Champions League final history?,Sergio Ramos,Didier Drogba,Ole Gunnar Solskjaer,A,hard,Ta ló gba góólù tuntun nínú ìtàn ìparí Champions League?,Sergio Ramos,Didier Drogba,Ole Gunnar Solskjaer,Wa ya zura kwallo ta ƙarshe a tarihin wasan ƙarshe na gasar zakarun Turai?,Sergio Ramos,Didier Drogba,Ole Gunnar Solskjaer,Onye nyere goolu kachasị ọhụrụ n'akụkọ ihe mere eme nke asọmpi Champions League?,Sergio Ramos,Didier Drogba,Ole Gunnar Solskjaer
Which English team won the Champions League in 2005?,Chelsea,Liverpool,Manchester United,B,easy,Ẹgbẹ́ Gẹ̀ẹ́sì wo ló gba Champions League ní ọdún 2005?,Chelsea,Liverpool,Manchester United,Wace ƙungiyar Ingila ce ta lashe gasar zakarun Turai a shekarar 2005?,Chelsea,Liverpool,Manchester United,Kedụ otu ndị Bekee meriri Champions League n'afọ 2005?,Chelsea,Liverpool,Manchester United
Who managed Inter Milan to Champions League glory in 2010?,Roberto Mancini,Jose Mourinho,Rafael Benitez,B,medium,Ta ló ṣe àṣeyọrí Inter Milan láti gba àmì-ẹ̀yẹ Champions League ní ọdún 2010?,Roberto Mancini,Jose Mourinho,Rafael Benitez,Wa ya jagoranci Inter Milan zuwa lashe gasar zakarun Turai a shekarar 2010?,Roberto Mancini,Jose Mourinho,Rafael Benitez,Onye jisiri ike merie Inter Milan n'asọmpi Champions League n'afọ 2010?,Roberto Mancini,Jose Mourinho,Rafael Benitez
Which player has scored in the most Champions League finals?,Cristiano Ronaldo,Lionel Messi,Sergio Ramos,A,medium,Ẹlẹ́gbẹ́ wo ló ti gba àmì-ẹ̀yẹ jùlọ nínú ìdíje Champions League?,Cristiano Ronaldo,Lionel Messi,Sergio Ramos,Wane ɗan wasa ne ya fi zura kwallaye a wasan ƙarshe na gasar zakarun Turai?,Cristiano Ronaldo,Lionel Messi,Sergio Ramos,Kedụ onye ọkpụkpọ bọọlụ kacha agba bọọlụ n'asọmpi ikpeazụ nke Champions League?,Cristiano Ronaldo,Lionel Messi,Sergio Ramos
Which Nigerian scored at four World Cups?,Rashidi Yekini,Victor Moses,None,C,hard,Èwo lára àwọn ọmọ orílẹ̀-èdè Nàìjíríà tó gba àmì-ẹ̀yẹ ní ìdíje ìdíje àgbáyé mẹ́rin?,Rashidi Yekini,Victor Moses,None,Wane ɗan Najeriya ne ya zira kwallaye a gasar cin kofin duniya guda huɗu?,Rashidi Yekini,Victor Moses,None,Kedụ onye Naịjirịa nyere goolu n'asọmpi iko mba ụwa anọ?,Rashidi Yekini,Victor Moses,None
Who is Ghana's most capped player?,Asamoah Gyan,Andre Ayew,Michael Essien,A,hard,Ta ni agbabọọlu Ghana ti o ni ami ayo julọ?,Asamoah Gyan,Andre Ayew,Michael Essien,Wanene ɗan wasan Ghana da ya fi buga wasa a gasar?,Asamoah Gyan,Andre Ayew,Michael Essien,Ònye bụ onye egwuregwu Ghana kacha nwee akara kacha elu?,Asamoah Gyan,Andre Ayew,Michael Essien
Which African team has appeared in the most World Cups?,Nigeria,Cameroon,Egypt,B,medium,Ẹgbẹ́ ọmọ ilẹ̀ Áfíríkà wo ló ti fara hàn jùlọ nínú àwọn ìdíje àgbáyé?,Nigeria,Cameroon,Egypt,Wace ƙungiyar Afirka ce ta fi fitowa a gasar cin kofin duniya?,Nigeria,Cameroon,Egypt,Kedụ otu egwuregwu Afrịka apụtala n'ọtụtụ iko mba ụwa?,Nigeria,Cameroon,Egypt
