questionText,optionA,optionB,optionC,correctAnswer,difficulty,questionTextYoruba,optionAYoruba,optionBYoruba,optionCYoruba,questionTextHausa,optionAHausa,optionBHausa,optionCHausa,questionTextIgbo,optionAIgbo,optionBIgbo,optionCIgbo
General sports: Where were the 2020 Olympics held?,Beijing,Tokyo,Paris,B,easy,Àw?n eré ìdárayá gbogbogbòò: Níbo ni w??n ti ?e Olympic ?dún 2020?,Beijing,Tokyo,Paris,Wasannin gaba?aya: Ina aka gudanar da gasar Olympics ta 2020?,Beijing,Tokyo,Paris,Egwuregwu izugbe: Ebee ka emere as?mpi Olympic nke af? 2020?,Beijing,Tokyo,Paris
Sports trivia: In what year were the first modern Olympics?,1896,1900,1888,A,easy,Àw?n ohun tó ? ??l?? sí eré ìdárayá: Ní ?dún wo ni w??n ?e àw?n Olimpiiki òde òní àk??k???,1896,1900,1888,Takaitattun Labarai Game da Wasanni: A wace shekara aka fara gasar Olympics ta zamani?,1896,1900,1888,Ak?k? gbasara egwuregwu: N'af? ole ka emere as?mpi Olympic nke oge a?,1896,1900,1888
Sports trivia: How many rounds are in a professional boxing match?,10,12,15,B,medium,Àw?n ohun tí ó ? ??l?? sí eré ìdárayá: Àw?n ìpele mélòó ló wà nínú ìdíje ìjà oní???gun?,10,12,15,Takaitattun Labarai kan Wasanni: Zagaye nawa ne ake yi a gasar dambe ta ?wararru?,10,12,15,Ak?k? egwuregwu: Agba ole d? n'egwuregwu ?kp? ?kachamara?,10,12,15
Quiz question: Who holds the record for highest Test score?,Don Bradman,Brian Lara,Matthew Hayden,B,medium,Ìbéèrè ìbéèrè: Ta ló gba àk???l?? fún àmì ìdánwò tó ga jùl??,Don Bradman,Brian Lara,Matthew Hayden,Tambayar Tambaya: Wanene ke da tarihin mafi girman maki a Jarrabawa?,Don Bradman,Brian Lara,Matthew Hayden,Aj?j? aj?j?: Ònye nwere ndek? maka akara ule kachas? elu?,Don Bradman,Brian Lara,Matthew Hayden
General sports: What is the 'Octagon' in UFC?,A move,The fighting ring,A weight class,B,medium,Àw?n eré ìdárayá gbogbogbò: Kí ni 'Octagon' nínú UFC?,A move,The fighting ring,A weight class,Wasannin gaba?aya: Menene 'Octagon' a cikin UFC?,A move,The fighting ring,A weight class,Egwuregwu izugbe: G?n? b? 'Octagon' na UFC?,A move,The fighting ring,A weight class
Quiz question: Which team has won the most World Series?,Boston Red Sox,New York Yankees,Los Angeles Dodgers,B,medium,Ìbéèrè ìbéèrè: ?gb?? wo ló ti gba gbogbo eré àgbáyé jùl??,Boston Red Sox,New York Yankees,Los Angeles Dodgers,Tambayar tambayoyi: Wace ?ungiya ce ta lashe gasar cin kofin duniya mafi yawa?,Boston Red Sox,New York Yankees,Los Angeles Dodgers,Aj?j? aj?j?: Ked? otu egwuregwu meriri as?mpi ?wa kachas??,Boston Red Sox,New York Yankees,Los Angeles Dodgers
General sports: Who holds the record for highest Test score?,Don Bradman,Brian Lara,Matthew Hayden,B,medium,Àw?n eré ìdárayá gbogbogbò: Ta ló gba àk???l?? fún àmì ìdánwò tó ga jùl??,Don Bradman,Brian Lara,Matthew Hayden,Wasannin gaba?aya: Wa ke ri?e da tarihin mafi girman maki a Jarrabawa?,Don Bradman,Brian Lara,Matthew Hayden,Egwuregwu izugbe: Ònye nwere ndek? maka akara ule kachas? elu?,Don Bradman,Brian Lara,Matthew Hayden
Sports trivia: What color jersey does the Tour de France leader wear?,Green,Yellow,Red,B,medium,Àw?n ??r?? pàtàkì nípa eré ìdárayá: Àw?? wo ni olórí Tour de France w???,Green,Yellow,Red,Takaitattun Labarai Game da Wasanni: Wace riga ce shugaban Tour de France ke sakawa?,Green,Yellow,Red,Ak?k? gbasara egwuregwu: Ked? uwe agba onye ndu Tour de France na-eyi?,Green,Yellow,Red
Quiz question: How many players are on a rugby union team?,13,15,11,B,medium,Ibeere ibeere: Aw?n o?ere melo ni o wa ninu ?gb? ?gb? rugby kan?,13,15,11,Tambayar Tambaya: 'Yan wasa nawa ne ke cikin ?ungiyar ?ungiyar ?wallon ?afa?,13,15,11,Aj?j? aj?j?: Nd? egwuregwu ole n? n'òtù otu egwuregwu rugby?,13,15,11
Sports trivia: What is a 'submission' in MMA?,A knockout,Opponent taps out,Decision win,B,medium,Àw?n ohun tí ó j?? òót?? nípa eré ìdárayá: Kí ni ‘ìt??lé’ nínú MMA?,A knockout,Opponent taps out,Decision win,Takaitattun Labarai Game da Wasanni: Menene 'mi?a wuya' a MMA?,A knockout,Opponent taps out,Decision win,Ihe gbasara egwuregwu: G?n? b? 'nrubeisi' na MMA?,A knockout,Opponent taps out,Decision win
General sports: What is the Tour de France?,Running race,Cycling race,Swimming competition,B,medium,Àw?n eré ìdárayá gbogbogbòò: Kí ni Tour de France?,Running race,Cycling race,Swimming competition,Wasannin gaba?aya: Menene Tour de France?,Running race,Cycling race,Swimming competition,Egwuregwu izugbe: G?n? b? Tour de France?,Running race,Cycling race,Swimming competition
Quiz question: Which country dominates Olympic swimming?,Australia,USA,China,B,medium,Ibeere ibeere: Orile-ede wo lo n gba odo ni Olympic?,Australia,USA,China,Tambayar tambayoyi: Wace ?asa ce ta mamaye gasar ninkaya ta Olympics?,Australia,USA,China,Aj?j? aj?j?: Olee mba kacha ach? igwu mmiri n'egwuregwu Olympic?,Australia,USA,China
Sports trivia: How long is the Tour de France?,About 2 weeks,About 3 weeks,About 1 month,B,medium,Àw?n ??r?? eré ìdárayá: Báwo ni Tour de France ?e p?? tó?,About 2 weeks,About 3 weeks,About 1 month,Takaitattun Labarai Kan Wasanni: Tsawon wane lokaci ne Tour de France zai ?auka?,About 2 weeks,About 3 weeks,About 1 month,Ak?k? gbasara egwuregwu: Ogologo oge ole ka Tour de France d??,About 2 weeks,About 3 weeks,About 1 month
Sports trivia: Who is considered the greatest boxer of all time?,Mike Tyson,Muhammad Ali,Floyd Mayweather,B,medium,Àw?n ??r?? eré ìdárayá: Ta ni a kà sí af?s??gbá tó dára jùl? ní gbogbo ìgbà?,Mike Tyson,Muhammad Ali,Floyd Mayweather,Takaitattun Labarai Game da Wasanni: Wanene ake ?auka a matsayin ?an dambe mafi kyau a kowane lokaci?,Mike Tyson,Muhammad Ali,Floyd Mayweather,Ak?k? gbasara egwuregwu: Ònye ka a na-ewere d? ka onye ?kp? ?kp? kacha mma n'oge niile?,Mike Tyson,Muhammad Ali,Floyd Mayweather
General sports: What does DRS stand for in F1?,Drag Reduction System,Dynamic Racing Speed,Drive Rate System,A,medium,Àw?n eré ìdárayá gbogbogbòò: Kí ni DRS dúró fún nínú F1?,Drag Reduction System,Dynamic Racing Speed,Drive Rate System,Wasannin gaba?aya: Menene ma'anar DRS a cikin F1?,Drag Reduction System,Dynamic Racing Speed,Drive Rate System,Egwuregwu izugbe: G?n? ka DRS p?tara na F1?,Drag Reduction System,Dynamic Racing Speed,Drive Rate System
Sports trivia: How many major championships are in golf?,3,4,5,B,medium,Àw?n ohun tí ó ? ??l?? sí eré ìdárayá: Àw?n ìdíje pàtàkì mélòó ló wà ní g????fù?,3,4,5,Takaitattun Labarai Game da Wasanni: Manyan Gasar Cin Kofin Golf Nawa Ne?,3,4,5,Ak?k? gbasara egwuregwu: As?mpi ukwu ole d? na golf?,3,4,5
Sports trivia: How many runners in a 4x100m relay team?,3,4,5,B,medium,Àw?n ohun tí ó j?? àròjinl?? nípa eré ìdárayá: Àw?n olùsáré mélòó ló wà nínú ?gb?? eré ìdárayá 4x100m?,3,4,5,Takaitattun Labarai Game da Wasanni: Nawa ne 'yan tsere a cikin ?ungiyar tseren mita 4x100?,3,4,5,Ak?k? gbasara egwuregwu: Ole nd? na-agba ?s? n'ime otu egwuregwu relay 4x100m?,3,4,5
General sports: Which country won the 2023 Cricket World Cup?,India,Australia,England,B,medium,Àw?n eré ìdárayá gbogbogbò: Oríl??-èdè wo ló gba ife ??y? àgbáyé Kiriketi ?dún 2023?,India,Australia,England,Wasannin gaba?aya: Wace ?asa ce ta lashe Kofin Duniya na Cricket na 2023?,India,Australia,England,Egwuregwu izugbe: Ked? mba meriri iko mba ?wa nke kriket nke af? 2023?,India,Australia,England
Sports trivia: What is the Olympic motto?,"Faster, Higher, Stronger",Unity and Peace,Excellence Always,A,easy,Àw?n ??r?? eré ìdárayá: Kí ni àk?lé Olympic?,"Faster, Higher, Stronger",Unity and Peace,Excellence Always,Takaitattun Labarai kan Wasanni: Menene taken Gasar Olympics?,"Faster, Higher, Stronger",Unity and Peace,Excellence Always,Ak?k? gbasara egwuregwu: G?n? b? echiche Olympic?,"Faster, Higher, Stronger",Unity and Peace,Excellence Always
Quiz question: How many balls are in a cricket over?,5,6,8,B,medium,Ìbéèrè ìbéèrè: Àw?n b????lù mélòó ló wà nínú eré cricket?,5,6,8,Tambayar Tambaya: Kwallaye nawa ne ake yi a wasan kurket?,5,6,8,Aj?j? aj?j?: B??l? ole d? na kr?ket?,5,6,8
General sports: What color jersey does the Tour de France leader wear?,Green,Yellow,Red,B,medium,Àw?n eré ìdárayá gbogbogbò: Àw?? wo ni olórí Tour de France w???,Green,Yellow,Red,Wasannin yau da kullun: Wace riga ce shugaban Tour de France ke sakawa?,Green,Yellow,Red,Egwuregwu izugbe: Ked? uwe agba onye ndu Tour de France na-eyi?,Green,Yellow,Red
General sports: What is a 'peloton' in cycling?,A type of bike,Main group of riders,A race stage,B,medium,Àw?n eré ìdárayá gbogbogbòò: Kí ni 'peloton' nínú gígun k??k???,A type of bike,Main group of riders,A race stage,Wasannin gaba?aya: Menene 'peloton' a cikin keke?,A type of bike,Main group of riders,A race stage,Egwuregwu izugbe: G?n? b? 'peloton' n'?gba ígwè?,A type of bike,Main group of riders,A race stage
General sports: How many F1 World Championships has Lewis Hamilton won?,5,6,7,C,medium,Àw?n eré ìdárayá gbogbogbò: Àw?n F1 World Championships mélòó ni Lewis Hamilton ti gbà?,5,6,7,Wasannin gaba?aya: Gasar cin kofin duniya ta F1 nawa Lewis Hamilton ya lashe?,5,6,7,Egwuregwu izugbe: Ego ole ka Lewis Hamilton meriri na as?mpi F1 nke ?wa?,5,6,7
General sports: What is a 'knockout' in boxing?,Winning by points,Opponent can't continue after count,Referee stops fight,B,medium,Àw?n eré ìdárayá gbogbogbòò: Kí ni “ìk?lù” nínú ìjà?,Winning by points,Opponent can't continue after count,Referee stops fight,Wasannin gaba?aya: Menene '?wan?wasa' a dambe?,Winning by points,Opponent can't continue after count,Referee stops fight,Egwuregwu izugbe: G?n? b? '?k? ?kp?' n'egwuregwu ?kp??,Winning by points,Opponent can't continue after count,Referee stops fight
Quiz question: What surface is Wimbledon played on?,Clay,Grass,Hard court,B,medium,Ìbéèrè ìbéèrè: Il?? wo ni w??n ? gbá Wimbledon?,Clay,Grass,Hard court,Tambayar Tambaya: Wane fili ake buga wasan Wimbledon a kai?,Clay,Grass,Hard court,Aj?j? aj?j?: Kedu ebe a na-egwu egwuregwu Wimbledon?,Clay,Grass,Hard court
Quiz question: What is the decathlon?,5 events,10 events,15 events,B,medium,Ibeere ibeere: Kini decathlon?,5 events,10 events,15 events,Tambayar tambaya: Menene decathlon?,5 events,10 events,15 events,Aj?j? aj?j?: G?n? b? decathlon?,5 events,10 events,15 events
Quiz question: What is the NHL?,National Hockey League,Northern Hockey League,National Hockey League,A,medium,Ibeere ibeere: Kini NHL?,National Hockey League,Northern Hockey League,National Hockey League,Tambayar Tambaya: Menene NHL?,National Hockey League,Northern Hockey League,National Hockey League,Aj?j? aj?j?: G?n? b? NHL?,National Hockey League,Northern Hockey League,National Hockey League
Quiz question: How many rounds in a UFC title fight?,3,5,7,B,medium,Ìbéèrè ìbéèrè: Àw?n ìpele mélòó ló wà nínú ìjà ìdíje UFC?,3,5,7,Tambayar Tambaya: Zagaye nawa ne a fafatawar cin kofin UFC?,3,5,7,Aj?j? aj?j?: Agba ole d? na ?g? as?mpi UFC?,3,5,7
General sports: What is a 'love' in tennis scoring?,15 points,Zero points,30 points,B,medium,Àw?n eré ìdárayá gbogbogbò: Kí ni “ìf??” nínú fíf?? tenisi?,15 points,Zero points,30 points,Wasannin gaba?aya: Menene 'soyayya' a cikin cin kwallaye a wasan tennis?,15 points,Zero points,30 points,Egwuregwu izugbe: G?n? b? '?h?nanya' n'?g? egwuregwu tenis?,15 points,Zero points,30 points
General sports: What was Muhammad Ali's birth name?,Cassius Clay,Michael Clay,Robert Clay,A,medium,Ere idaraya gbogbogbo: Kini oruk? ibi ti Muhammad Ali bi?,Cassius Clay,Michael Clay,Robert Clay,Wasannin yau da kullun: Menene sunan haihuwar Muhammad Ali?,Cassius Clay,Michael Clay,Robert Clay,Egwuregwu izugbe: G?n? b? aha ?m?m? Muhammad Ali?,Cassius Clay,Michael Clay,Robert Clay
Sports trivia: Who is the NBA's all-time leading scorer?,Kareem Abdul-Jabbar,LeBron James,Michael Jordan,B,medium,Àw?n ??r?? eré ìdárayá: Ta ni olùborí tó gba àmì-??y? jùl? ní NBA?,Kareem Abdul-Jabbar,LeBron James,Michael Jordan,Takaitattun Labarai Game da Wasanni: Wanene gwarzon ?an wasan NBA mafi yawan cin kwallaye?,Kareem Abdul-Jabbar,LeBron James,Michael Jordan,Ak?k? gbasara egwuregwu: Ònye b? onye kacha enye goolu na NBA?,Kareem Abdul-Jabbar,LeBron James,Michael Jordan
General sports: What is the butterfly stroke?,Swimming on back,Arms move together over water,Side swimming,B,medium,Àw?n eré ìdárayá gbogbogbòò: Kí ni ìlù labalábá?,Swimming on back,Arms move together over water,Side swimming,Wasannin gaba?aya: Menene bugun malam bu?e ido?,Swimming on back,Arms move together over water,Side swimming,Egwuregwu izugbe: G?n? b? strok urukurub?ba?,Swimming on back,Arms move together over water,Side swimming
Quiz question: What is the individual medley in swimming?,All 4 strokes,2 strokes,3 strokes,A,medium,Ibeere ibeere: Ki ni idap?m?ra ?ni k??kan ninu iw??,All 4 strokes,2 strokes,3 strokes,Tambayar Tambaya: Menene ha?in kai tsakanin mutum da mutum a cikin yin iyo?,All 4 strokes,2 strokes,3 strokes,Aj?j? aj?j?: G?n? b? ngwak?ta nke onye ? b?la n'ime igwu mmiri?,All 4 strokes,2 strokes,3 strokes
General sports: Who has won the most Grand Slam titles in men's tennis?,Rafael Nadal,Novak Djokovic,Roger Federer,B,medium,Àw?n eré ìdárayá gbogbogbò: Ta ló ti gba àw?n àmì-??y? Grand Slam jùl? nínú t??nìsì àw?n ?kùnrin?,Rafael Nadal,Novak Djokovic,Roger Federer,Wasannin gaba?aya: Wa ya lashe mafi yawan kofunan Grand Slam a wasan tennis na maza?,Rafael Nadal,Novak Djokovic,Roger Federer,Egwuregwu izugbe: Ònye meriri ?t?t? ihe nrite Grand Slam na tenis ?m? nwoke?,Rafael Nadal,Novak Djokovic,Roger Federer
General sports: Who is 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,B,medium,Àw?n eré ìdárayá gbogbogbò: Ta ni 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,Wasannin gaba?aya: Wanene 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic,Egwuregwu izugbe: Ònye b? 'The Greek Freak'?,Luka Doncic,Giannis Antetokounmpo,Nikola Jokic
Which legendary striker is nicknamed 'The Phenomenon'?,Ronaldo Nazario,Ronaldinho,Rivaldo,A,medium,Agbáb????lù agbáb????lù wo ni w??n ? pè ní 'The Phenomenon'?,Ronaldo Nazario,Ronaldinho,Rivaldo,Wane ?an wasan gaba ne aka yi wa lakabi da 'The Phenomenon'?,Ronaldo Nazario,Ronaldinho,Rivaldo,Onye ?kp? egwuregwu a ma ama ka a kp?r? 'The Phenomenon'?,Ronaldo Nazario,Ronaldinho,Rivaldo
Who was the first African player to win the Ballon d'Or?,Samuel Eto'o,George Weah,Didier Drogba,B,medium,Ta ni agbab??lu Afirika ak?k? ti o gba Ballon d'Or?,Samuel Eto'o,George Weah,Didier Drogba,Wanene ?an Afirka na farko da ya lashe kyautar Ballon d'Or?,Samuel Eto'o,George Weah,Didier Drogba,Ònye b? onye egwuregwu Afr?ka mb? meriri Ballon d'Or?,Samuel Eto'o,George Weah,Didier Drogba
Which goalkeeper is known as 'The Black Spider'?,Gianluigi Buffon,Lev Yashin,Peter Schmeichel,B,hard,Olù??? góólù wo ni a m?? sí 'The Black Spider'?,Gianluigi Buffon,Lev Yashin,Peter Schmeichel,Wane mai tsaron gida ne aka fi sani da 'Ba?in Gizo-gizo'?,Gianluigi Buffon,Lev Yashin,Peter Schmeichel,Onye nche goolu nke a maara d?ka 'The Black Spider'?,Gianluigi Buffon,Lev Yashin,Peter Schmeichel
Who scored the 'Goal of the Century' in the 1986 World Cup?,Pele,Diego Maradona,Michel Platini,B,easy,Ta ló gba àmì-??y? “Góólù ti ??rúndún” nínú ìdíje àgbáyé ?dún 1986?,Pele,Diego Maradona,Michel Platini,Wa ya ci wa ?ungiyar 'Burin ?arni' a gasar cin kofin duniya ta 1986?,Pele,Diego Maradona,Michel Platini,Ònye nyere 'Goal of the Century' n'as?mpi iko mba ?wa nke af? 1986?,Pele,Diego Maradona,Michel Platini
Which Dutch player is known for inventing 'Total Football'?,Marco van Basten,Johan Cruyff,Ruud Gullit,B,medium,?l??r? orin Dutch wo ni a m?? fún ?í?e àgbékal?? 'Total Football'?,Marco van Basten,Johan Cruyff,Ruud Gullit,Wane ?an wasan Hollande ne aka san shi da ?ir?iro 'Total Football'?,Marco van Basten,Johan Cruyff,Ruud Gullit,Onye ?kp?kp? Dutch ? b?la a maara maka imep?ta 'Total Football'?,Marco van Basten,Johan Cruyff,Ruud Gullit
Who is the top scorer in Champions League history?,Lionel Messi,Cristiano Ronaldo,Robert Lewandowski,B,easy,Ta ni o gba goolu to ga jul? ninu itan Champions League?,Lionel Messi,Cristiano Ronaldo,Robert Lewandowski,Wanene ya fi kowa zura kwallaye a tarihin gasar zakarun Turai?,Lionel Messi,Cristiano Ronaldo,Robert Lewandowski,Onye b? onye kacha enye goolu n'ak?k? ihe mere eme nke Champions League?,Lionel Messi,Cristiano Ronaldo,Robert Lewandowski
Which club did Zlatan Ibrahimovic never play for?,Barcelona,Real Madrid,AC Milan,B,medium,?gb?? wo ni Zlatan Ibrahimovic kò gbá b????lù fún rí?,Barcelona,Real Madrid,AC Milan,Wace kungiya Zlatan Ibrahimovic bai taba bugawa ba?,Barcelona,Real Madrid,AC Milan,Ked? kl?b Zlatan Ibrahimovic na-egwugh? egwu maka ya?,Barcelona,Real Madrid,AC Milan
Who managed Barcelona's Dream Team in the 1990s?,Louis van Gaal,Johan Cruyff,Frank Rijkaard,B,medium,Ta ló ?e àkóso ?gb?? àlá Barcelona ní ?dún 1990?,Louis van Gaal,Johan Cruyff,Frank Rijkaard,Wanene ya jagoranci ?ungiyar mafarkin Barcelona a shekarun 1990?,Louis van Gaal,Johan Cruyff,Frank Rijkaard,Ònye ch?kwara otu nr? nke Barcelona n'af? 1990?,Louis van Gaal,Johan Cruyff,Frank Rijkaard
Which English player is known as 'Golden Balls'?,Wayne Rooney,David Beckham,Michael Owen,B,easy,?l??gb?? ?m? il?? G????sì wo ni a m?? sí 'Golden Balls'?,Wayne Rooney,David Beckham,Michael Owen,Wane ?an wasan Ingila ne aka fi sani da 'Golden Balls'?,Wayne Rooney,David Beckham,Michael Owen,Ked? onye egwuregwu Bekee a maara d?ka 'Golden Balls'?,Wayne Rooney,David Beckham,Michael Owen
Who holds the record for most hat-tricks in La Liga?,Cristiano Ronaldo,Lionel Messi,Karim Benzema,B,medium,Ta ni o ni igbasil? fun ?p?l?p? aw?n hat-trick ni La Liga?,Cristiano Ronaldo,Lionel Messi,Karim Benzema,Wa ke da tarihin yawan kwallaye uku a gasar La Liga?,Cristiano Ronaldo,Lionel Messi,Karim Benzema,Ònye nwere ndek? maka ?t?t? goolu at? na La Liga?,Cristiano Ronaldo,Lionel Messi,Karim Benzema
Which club did Arsene Wenger manage for 22 years?,Chelsea,Arsenal,Manchester United,B,easy,?gb?? wo ni Arsene Wenger ?e àkóso fún ?dún méjìlélógún?,Chelsea,Arsenal,Manchester United,Wace ?ungiya ce Arsene Wenger ya jagoranci tsawon shekaru 22?,Chelsea,Arsenal,Manchester United,Ked? kl?b Arsene Wenger ch?buru ruo af? iri ab?? na ab???,Chelsea,Arsenal,Manchester United
Who is known as 'The Special One'?,Pep Guardiola,Jose Mourinho,Carlo Ancelotti,B,easy,Ta ni a m? sí '?ni Pataki'?,Pep Guardiola,Jose Mourinho,Carlo Ancelotti,Wanene aka fi sani da 'The Special One'?,Pep Guardiola,Jose Mourinho,Carlo Ancelotti,Ònye ka a maara d?ka 'Onye P?r? Iche'?,Pep Guardiola,Jose Mourinho,Carlo Ancelotti
Which team won the Premier League in 2015-16 as 5000-1 outsiders?,Burnley,Leicester City,Watford,B,easy,?gb?? wo ló gba Premier League ní ?dún 2015-16 g??g?? bí ?gb?? tí kò ní ?gb?? 5000-1?,Burnley,Leicester City,Watford,Wace ?ungiya ce ta lashe gasar Premier a 2015-16 a matsayin ?ungiyar da ta yi nasara a waje da maki 5000-1?,Burnley,Leicester City,Watford,Ked? otu nd? meriri Premier League n'af? 2015-16 d?ka nd? si mba ?z? 5000-1?,Burnley,Leicester City,Watford
Who scored 4 goals in a Premier League match for Southampton against Aston Villa in 2016?,Sadio Mane,Charlie Austin,Shane Long,A,hard,Ta ni o gba goolu m?rin ninu idije Premier League fun Southampton lodi si Aston Villa ni ?dun 2016?,Sadio Mane,Charlie Austin,Shane Long,Wa ya zura kwallaye 4 a wasan Premier da Southampton da Aston Villa a 2016?,Sadio Mane,Charlie Austin,Shane Long,Onye nyere goolu an? n'egwuregwu Premier League maka Southampton megide Aston Villa n'af? 2016?,Sadio Mane,Charlie Austin,Shane Long
Which club has the most consecutive Premier League appearances?,Manchester United,Arsenal,Liverpool,B,medium,?gb?? wo ló ní ìfarahàn tó p?? jùl? ní Premier League?,Manchester United,Arsenal,Liverpool,Wace ?ungiya ce ta fi yawan buga wasannin Premier a jere?,Manchester United,Arsenal,Liverpool,Ked? otu kl?b kacha nwee egwuregwu Premier League n'usoro?,Manchester United,Arsenal,Liverpool
